,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,year
0,True,200,2147,23,51,All Levels,1.5,2017-01-18T20:58:58Z,Business Finance,2017
1,True,75,2792,923,274,All Levels,39.0,2017-03-09T16:34:20Z,Business Finance,2017
2,True,45,2174,74,51,Intermediate Level,2.5,2016-12-19T19:26:30Z,Business Finance,2016
3,True,95,2451,11,36,All Levels,3.0,2017-05-30T20:07:24Z,Business Finance,2017
4,True,200,1276,45,26,Intermediate Level,2.0,2016-12-13T14:57:18Z,Business Finance,2016
5,True,150,9221,138,25,All Levels,3.0,2014-05-02T15:13:30Z,Business Finance,2014
6,True,65,1540,178,26,Beginner Level,1.0,2016-02-21T18:23:12Z,Business Finance,2016
7,True,95,2917,148,23,All Levels,2.5,2015-01-30T22:13:03Z,Business Finance,2015
8,True,195,5172,34,38,Expert Level,2.5,2015-05-28T00:14:03Z,Business Finance,2015
9,True,200,827,14,15,All Levels,1.0,2017-04-18T18:13:32Z,Business Finance,2017
10,True,200,4284,93,76,All Levels,5.0,2015-09-11T16:47:02Z,Business Finance,2015
11,True,200,1380,42,17,All Levels,1.0,2016-10-18T22:52:31Z,Business Finance,2016
12,True,30,3607,21,19,All Levels,1.5,2016-02-03T18:04:01Z,Business Finance,2016
13,True,195,4061,52,16,All Levels,2.0,2016-03-16T15:40:19Z,Business Finance,2016
14,True,200,294,19,42,All Levels,7.0,2017-04-28T16:41:44Z,Business Finance,2017
15,True,75,2276,106,19,Intermediate Level,1.5,2015-06-22T21:18:35Z,Business Finance,2015
16,True,20,4919,79,16,Beginner Level,1.5,2016-01-08T17:21:26Z,Business Finance,2016
17,True,200,2666,115,52,All Levels,4.0,2015-08-10T21:07:35Z,Business Finance,2015
18,True,50,5354,24,23,All Levels,1.5,2015-09-21T18:10:34Z,Business Finance,2015
19,True,95,8095,249,12,Beginner Level,0.5833333333333334,2013-06-09T00:21:26Z,Business Finance,2013
20,True,200,809,3,25,All Levels,2.0,2017-06-06T02:54:04Z,Business Finance,2017
21,True,200,2295,84,39,All Levels,4.0,2016-05-02T19:26:48Z,Business Finance,2016
22,True,75,10149,83,16,All Levels,2.0,2015-05-26T17:25:46Z,Business Finance,2015
23,True,50,1916,38,23,Beginner Level,1.0,2016-12-05T22:14:17Z,Business Finance,2016
24,True,45,2507,333,40,All Levels,2.0,2016-05-30T18:53:46Z,Business Finance,2016
25,True,150,5786,518,50,All Levels,5.0,2015-01-31T15:34:05Z,Business Finance,2015
26,True,200,5334,373,42,All Levels,4.5,2014-11-28T17:49:03Z,Business Finance,2014
27,True,175,4005,237,25,Intermediate Level,2.0,2015-04-12T20:13:47Z,Business Finance,2015
28,True,150,2877,103,81,All Levels,4.5,2016-04-26T22:41:46Z,Business Finance,2016
29,True,140,1026,25,37,Beginner Level,3.0,2017-06-27T22:21:31Z,Business Finance,2017
30,True,95,1165,21,41,Beginner Level,2.5,2017-05-28T23:41:03Z,Business Finance,2017
31,True,200,1843,171,35,All Levels,1.5,2016-10-04T15:20:57Z,Business Finance,2016
32,True,45,8797,449,80,All Levels,6.5,2015-01-09T03:55:15Z,Business Finance,2015
33,True,200,1030,11,22,All Levels,2.0,2017-06-01T05:22:08Z,Business Finance,2017
34,True,200,1041,12,28,All Levels,1.5,2017-06-11T19:02:03Z,Business Finance,2017
35,True,195,7884,118,68,Intermediate Level,10.0,2015-05-19T23:25:41Z,Business Finance,2015
36,True,195,16900,2476,52,Beginner Level,5.5,2014-12-12T23:58:39Z,Business Finance,2014
37,True,200,11441,1118,61,All Levels,4.5,2016-06-28T06:12:23Z,Business Finance,2016
38,True,195,22257,2697,138,All Levels,7.5,2014-11-25T23:00:40Z,Business Finance,2014
39,True,195,8575,809,110,All Levels,5.5,2016-10-10T16:16:26Z,Business Finance,2016
40,True,195,24481,2347,174,All Levels,10.0,2016-01-21T01:38:48Z,Business Finance,2016
41,True,195,3811,278,103,All Levels,6.5,2017-03-30T22:17:09Z,Business Finance,2017
42,True,195,4991,137,79,Beginner Level,11.5,2017-03-29T22:36:05Z,Business Finance,2017
43,True,115,7489,1190,25,Intermediate Level,1.0,2015-10-22T21:54:28Z,Business Finance,2015
44,True,200,20195,1113,227,All Levels,16.0,2014-10-27T22:01:36Z,Business Finance,2014
45,True,150,10042,594,43,All Levels,3.0,2015-10-22T00:03:48Z,Business Finance,2015
46,True,95,367,42,35,All Levels,5.0,2017-06-21T23:18:47Z,Business Finance,2017
47,True,200,10603,872,42,All Levels,5.5,2014-10-12T21:19:11Z,Business Finance,2014
48,True,190,1197,11,46,All Levels,5.0,2017-05-24T23:02:07Z,Business Finance,2017
49,True,150,2893,65,62,All Levels,2.0,2016-08-10T15:27:06Z,Business Finance,2016
50,True,200,1580,12,53,Expert Level,2.0,2017-05-02T21:20:54Z,Business Finance,2017
51,True,95,10605,71,77,All Levels,3.0,2014-10-24T18:13:49Z,Business Finance,2014
52,True,125,2996,200,23,Intermediate Level,2.0,2015-03-09T00:24:38Z,Business Finance,2015
53,True,30,6219,23,20,All Levels,1.0,2017-02-14T04:42:58Z,Business Finance,2017
54,True,200,1113,11,17,All Levels,1.5,2017-04-02T21:46:00Z,Business Finance,2017
55,True,60,8314,83,47,Beginner Level,4.0,2015-01-24T06:31:19Z,Business Finance,2015
56,True,200,5572,123,33,Beginner Level,5.5,2014-03-27T17:58:37Z,Business Finance,2014
57,True,145,1433,169,15,Intermediate Level,1.0,2016-05-09T05:44:33Z,Business Finance,2016
58,True,20,936,6,11,Intermediate Level,1.5,2017-04-11T00:59:50Z,Business Finance,2017
59,True,200,658,2,19,All Levels,1.0,2017-06-02T18:12:45Z,Business Finance,2017
60,True,105,8121,689,40,All Levels,3.5,2016-10-18T00:51:59Z,Business Finance,2016
61,True,60,4187,600,79,Beginner Level,9.0,2016-02-29T18:45:41Z,Business Finance,2016
62,True,155,9445,497,38,All Levels,4.5,2014-02-19T19:04:28Z,Business Finance,2014
63,True,200,3255,340,102,All Levels,8.5,2016-06-20T20:17:12Z,Business Finance,2016
64,True,185,7941,713,40,All Levels,6.5,2014-08-11T08:01:14Z,Business Finance,2014
65,True,150,1680,158,76,All Levels,5.5,2016-11-26T04:09:14Z,Business Finance,2016
66,True,180,10100,985,45,Beginner Level,11.0,2013-02-25T11:36:06Z,Business Finance,2013
67,True,125,5050,461,26,All Levels,1.5,2015-02-10T04:21:40Z,Business Finance,2015
68,True,200,2310,162,26,All Levels,3.5,2016-10-05T17:42:52Z,Business Finance,2016
69,True,185,5528,506,32,All Levels,3.0,2015-02-19T11:31:27Z,Business Finance,2015
70,True,125,6451,237,28,All Levels,5.0,2014-04-16T13:58:31Z,Business Finance,2014
71,True,95,12394,218,30,Beginner Level,2.5,2015-02-20T21:39:41Z,Business Finance,2015
72,True,200,1793,18,15,All Levels,1.0,2017-03-03T21:43:05Z,Business Finance,2017
73,True,20,3223,240,23,All Levels,1.0,2016-03-30T15:29:03Z,Business Finance,2016
74,True,60,16385,273,45,Beginner Level,3.0,2014-09-02T03:53:13Z,Business Finance,2014
75,True,200,1487,16,18,All Levels,2.0,2017-03-08T21:09:41Z,Business Finance,2017
76,True,200,2951,232,60,All Levels,4.0,2016-05-04T05:22:32Z,Business Finance,2016
77,True,120,2697,331,15,All Levels,1.0,2015-08-13T18:58:05Z,Business Finance,2015
78,True,150,3979,40,39,Beginner Level,5.0,2016-11-09T01:45:20Z,Business Finance,2016
79,True,25,3190,244,45,All Levels,4.0,2016-02-03T17:10:31Z,Business Finance,2016
80,True,200,1406,71,54,Expert Level,1.5,2017-01-18T20:55:27Z,Business Finance,2017
81,True,160,4252,225,24,All Levels,2.0,2014-09-19T04:07:58Z,Business Finance,2014
82,True,20,11958,370,134,Beginner Level,11.5,2014-10-02T09:16:55Z,Business Finance,2014
83,True,95,7743,340,33,Beginner Level,1.5,2015-09-10T00:30:48Z,Business Finance,2015
84,True,50,2134,55,5,All Levels,1.0,2016-07-13T18:37:40Z,Business Finance,2016
85,True,200,1214,69,20,All Levels,1.5,2016-10-07T04:58:46Z,Business Finance,2016
86,True,20,3870,53,10,All Levels,1.0,2016-03-21T21:09:49Z,Business Finance,2016
87,True,200,2146,212,49,All Levels,4.5,2015-06-16T22:43:07Z,Business Finance,2015
88,True,195,484,57,19,Beginner Level,1.0,2017-03-14T18:30:55Z,Business Finance,2017
89,True,200,1057,15,14,All Levels,1.5,2017-01-11T20:48:19Z,Business Finance,2017
90,True,20,1754,100,49,Intermediate Level,2.5,2016-06-30T17:06:46Z,Business Finance,2016
91,True,20,1239,5,6,Beginner Level,0.7,2017-05-23T16:07:09Z,Business Finance,2017
92,True,95,2493,276,108,All Levels,9.5,2015-01-31T19:02:09Z,Business Finance,2015
93,True,150,2602,402,57,Beginner Level,5.0,2015-10-28T17:32:56Z,Business Finance,2015
94,True,40,2000,30,9,All Levels,1.0,2015-04-13T20:28:04Z,Business Finance,2015
95,False,0,1514,66,11,Beginner Level,0.55,2017-03-23T22:19:57Z,Business Finance,2017
96,True,20,1361,1,14,Intermediate Level,3.0,2016-10-04T23:38:32Z,Business Finance,2016
97,True,100,61,18,30,Beginner Level,1.5,2017-06-09T17:01:05Z,Business Finance,2017
98,True,75,1513,31,60,All Levels,5.5,2015-08-04T19:16:51Z,Business Finance,2015
99,True,20,1374,19,9,Beginner Level,2.0,2016-01-14T18:58:56Z,Business Finance,2016
100,True,40,2103,15,6,All Levels,1.5,2015-04-12T22:28:45Z,Business Finance,2015
101,True,20,1480,25,25,Beginner Level,1.5,2016-03-21T17:00:37Z,Business Finance,2016
102,True,25,2516,12,20,All Levels,1.5,2015-01-08T13:55:52Z,Business Finance,2015
103,False,0,50855,2698,15,Beginner Level,1.5,2013-12-25T19:53:34Z,Business Finance,2013
104,True,50,1971,13,20,Beginner Level,1.5,2015-12-03T17:08:10Z,Business Finance,2015
105,True,200,837,9,19,All Levels,1.0,2016-10-03T17:32:40Z,Business Finance,2016
106,False,0,17160,620,23,All Levels,1.0,2014-08-29T20:10:38Z,Business Finance,2014
107,True,195,1723,38,24,Beginner Level,1.0,2015-12-14T18:29:57Z,Business Finance,2015
108,False,0,6811,151,51,All Levels,2.0,2016-08-05T17:03:15Z,Business Finance,2016
109,True,20,2060,17,30,All Levels,4.5,2016-01-28T21:43:31Z,Business Finance,2016
110,True,150,2318,19,16,All Levels,5.0,2014-12-31T03:29:21Z,Business Finance,2014
111,True,95,2153,14,13,Beginner Level,1.5,2015-07-27T18:39:51Z,Business Finance,2015
112,False,0,19339,794,9,Beginner Level,2.0,2014-03-31T21:35:06Z,Business Finance,2014
113,True,20,3177,8,8,All Levels,1.0,2015-04-16T17:35:54Z,Business Finance,2015
114,True,150,1535,16,462,All Levels,62.0,2016-06-03T17:42:27Z,Business Finance,2016
115,True,20,1027,29,25,All Levels,1.5,2016-07-18T22:38:56Z,Business Finance,2016
116,True,25,307,8,5,All Levels,0.1333333333333333,2017-05-01T18:50:43Z,Business Finance,2017
117,True,150,2096,48,29,All Levels,0.6833333333333333,2015-08-24T22:16:54Z,Business Finance,2015
118,True,50,1315,48,59,Beginner Level,2.5,2015-11-18T22:40:10Z,Business Finance,2015
119,False,0,29167,1463,8,Intermediate Level,1.5,2014-05-27T16:22:16Z,Business Finance,2014
120,True,50,1056,1,42,All Levels,3.0,2017-02-09T19:33:52Z,Business Finance,2017
121,True,180,2212,194,24,Expert Level,4.5,2013-03-05T18:27:38Z,Business Finance,2013
122,True,50,2946,6,284,All Levels,31.5,2016-05-05T23:07:43Z,Business Finance,2016
123,True,100,271,48,47,All Levels,3.5,2017-02-20T23:45:20Z,Business Finance,2017
124,True,25,3771,10,35,All Levels,2.5,2015-02-13T14:37:18Z,Business Finance,2015
125,True,200,3143,11,39,Intermediate Level,3.0,2015-11-10T22:55:53Z,Business Finance,2015
126,True,20,1951,30,20,Intermediate Level,0.55,2015-10-13T21:07:22Z,Business Finance,2015
127,True,90,4022,35,14,Expert Level,1.0,2016-12-15T15:49:13Z,Business Finance,2016
128,False,0,11724,649,17,Beginner Level,1.5,2016-03-04T05:58:09Z,Business Finance,2016
129,True,20,2283,54,16,Intermediate Level,2.0,2015-04-20T18:52:32Z,Business Finance,2015
130,True,35,1181,1,18,Beginner Level,1.0,2017-06-29T23:34:42Z,Business Finance,2017
131,True,50,1852,3,14,All Levels,2.5,2016-12-28T18:19:16Z,Business Finance,2016
132,True,100,4661,187,20,All Levels,1.0,2014-09-01T21:43:47Z,Business Finance,2014
133,True,50,989,9,11,All Levels,1.0,2017-04-24T16:42:56Z,Business Finance,2017
134,True,20,5841,16,28,All Levels,1.5,2016-06-14T15:43:23Z,Business Finance,2016
135,True,200,1087,14,61,All Levels,9.5,2017-03-23T05:54:27Z,Business Finance,2017
136,True,200,611,4,26,Beginner Level,1.0,2017-06-07T17:15:07Z,Business Finance,2017
137,True,60,1922,149,15,All Levels,20.0,2016-01-21T01:25:31Z,Business Finance,2016
138,True,150,9015,65,23,All Levels,2.5,2014-07-01T20:04:27Z,Business Finance,2014
139,True,20,661,4,12,All Levels,1.0,2017-05-02T21:59:07Z,Business Finance,2017
140,True,105,1077,110,55,Beginner Level,6.0,2016-08-19T20:12:24Z,Business Finance,2016
141,True,20,6050,140,17,Beginner Level,1.5,2014-05-18T19:08:04Z,Business Finance,2014
142,True,150,3523,46,45,All Levels,4.0,2016-01-10T21:39:39Z,Business Finance,2016
143,False,0,56659,4397,16,Beginner Level,1.5,2013-04-07T21:39:25Z,Business Finance,2013
144,True,100,1444,101,59,Beginner Level,5.0,2016-07-25T16:08:07Z,Business Finance,2016
145,True,60,2900,424,36,Intermediate Level,2.5,2014-10-19T22:04:51Z,Business Finance,2014
146,True,200,1437,96,34,Beginner Level,2.5,2016-08-08T22:23:09Z,Business Finance,2016
147,True,200,453,42,33,Intermediate Level,3.0,2017-03-14T00:39:45Z,Business Finance,2017
148,True,20,2437,12,23,All Levels,1.5,2016-11-16T17:38:38Z,Business Finance,2016
149,True,30,5057,142,13,Beginner Level,1.0,2015-02-06T07:12:25Z,Business Finance,2015
150,True,95,6092,25,29,Beginner Level,1.5,2016-11-03T05:22:20Z,Business Finance,2016
151,True,95,4530,13,31,All Levels,1.5,2015-08-06T19:08:20Z,Business Finance,2015
152,True,60,6967,16,34,All Levels,1.0,2017-05-02T20:53:24Z,Business Finance,2017
153,True,20,727,11,25,Beginner Level,3.0,2017-04-26T18:17:51Z,Business Finance,2017
154,True,20,1560,43,25,All Levels,3.0,2016-08-31T22:03:44Z,Business Finance,2016
155,True,200,1047,9,46,All Levels,3.5,2017-01-26T22:55:27Z,Business Finance,2017
156,True,125,1045,2,17,Intermediate Level,1.0,2017-04-24T21:59:45Z,Business Finance,2017
157,True,200,3050,86,22,Beginner Level,2.0,2015-01-27T09:27:49Z,Business Finance,2015
158,True,200,2988,21,43,All Levels,4.5,2015-09-29T19:15:24Z,Business Finance,2015
159,True,35,2623,158,20,Beginner Level,1.0,2015-08-21T20:33:25Z,Business Finance,2015
160,True,200,1924,351,544,All Levels,46.5,2015-07-16T22:03:29Z,Business Finance,2015
161,True,200,3804,267,66,All Levels,5.0,2015-06-19T21:22:17Z,Business Finance,2015
162,True,120,4133,15,36,Beginner Level,4.0,2015-10-08T20:23:36Z,Business Finance,2015
163,True,195,1420,70,29,All Levels,2.5,2016-04-28T18:04:46Z,Business Finance,2016
164,True,125,1120,6,43,Beginner Level,3.0,2017-01-23T17:04:49Z,Business Finance,2017
165,True,200,668,12,22,All Levels,1.0,2017-02-07T00:45:51Z,Business Finance,2017
166,True,25,4086,31,14,All Levels,1.5,2015-03-08T21:13:13Z,Business Finance,2015
167,True,200,1033,10,29,All Levels,2.0,2017-01-11T16:17:20Z,Business Finance,2017
168,True,20,832,34,34,All Levels,1.5,2016-12-07T20:19:37Z,Business Finance,2016
169,True,195,677,45,40,All Levels,4.5,2016-12-18T16:13:47Z,Business Finance,2016
170,True,20,3125,54,13,Beginner Level,2.0,2015-08-09T18:34:30Z,Business Finance,2015
171,True,50,1081,6,21,All Levels,1.5,2017-02-10T00:51:57Z,Business Finance,2017
172,True,200,1645,25,42,All Levels,2.0,2016-09-07T20:33:30Z,Business Finance,2016
173,True,120,3348,352,13,All Levels,3.0,2013-02-25T21:38:29Z,Business Finance,2013
174,True,200,939,7,19,All Levels,1.5,2017-02-10T22:40:57Z,Business Finance,2017
175,True,200,2115,59,88,All Levels,5.5,2015-11-13T18:10:25Z,Business Finance,2015
176,True,45,2230,102,10,All Levels,1.5,2015-10-09T21:27:49Z,Business Finance,2015
177,True,50,2053,234,44,All Levels,5.5,2014-10-01T18:49:29Z,Business Finance,2014
178,True,80,1793,265,54,Beginner Level,10.0,2012-10-03T03:20:10Z,Business Finance,2012
179,False,0,3775,138,11,Beginner Level,2.0,2017-05-01T21:18:54Z,Business Finance,2017
180,True,200,521,67,24,All Levels,3.0,2016-02-24T17:30:41Z,Business Finance,2016
181,True,20,2222,9,12,All Levels,0.7,2015-02-07T15:06:57Z,Business Finance,2015
182,True,50,1097,252,10,Intermediate Level,1.0,2014-11-08T02:21:54Z,Business Finance,2014
183,True,200,2506,21,76,Beginner Level,6.0,2015-05-11T23:16:54Z,Business Finance,2015
184,True,120,975,23,23,Intermediate Level,1.0,2015-09-30T18:57:45Z,Business Finance,2015
185,True,145,1398,15,26,All Levels,1.5,2015-10-19T23:01:15Z,Business Finance,2015
186,True,195,1096,24,24,All Levels,1.5,2015-10-29T00:34:09Z,Business Finance,2015
187,True,200,1703,59,25,All Levels,2.0,2014-11-04T01:37:23Z,Business Finance,2014
188,True,45,1446,23,27,Beginner Level,5.0,2014-12-09T08:31:40Z,Business Finance,2014
189,True,20,2736,3,8,All Levels,1.5,2014-12-29T09:00:17Z,Business Finance,2014
190,True,200,2000,31,34,All Levels,4.5,2014-12-11T20:35:05Z,Business Finance,2014
191,True,75,853,45,48,Beginner Level,4.5,2016-11-06T22:33:44Z,Business Finance,2016
192,True,20,3094,2,22,All Levels,3.5,2015-07-17T22:10:39Z,Business Finance,2015
193,False,0,4077,281,20,Beginner Level,1.5,2016-08-18T21:57:04Z,Business Finance,2016
194,True,20,4117,54,5,Intermediate Level,1.0,2013-04-04T21:36:10Z,Business Finance,2013
195,True,20,1369,17,31,All Levels,1.5,2016-03-06T21:33:58Z,Business Finance,2016
196,True,150,1224,42,14,All Levels,0.55,2016-03-23T21:13:52Z,Business Finance,2016
197,True,20,3870,12,90,All Levels,9.0,2014-05-20T18:13:38Z,Business Finance,2014
198,True,200,897,22,21,All Levels,2.0,2016-05-24T15:43:06Z,Business Finance,2016
199,True,45,1311,36,5,All Levels,1.0,2016-01-15T18:10:47Z,Business Finance,2016
200,True,60,1338,139,7,Expert Level,1.0,2013-03-02T13:27:41Z,Business Finance,2013
201,True,20,1589,26,42,Intermediate Level,1.5,2015-03-03T01:22:39Z,Business Finance,2015
202,True,20,1189,12,15,All Levels,1.5,2015-02-19T20:40:23Z,Business Finance,2015
203,True,50,701,12,37,All Levels,5.5,2015-06-19T22:49:13Z,Business Finance,2015
204,True,50,1105,3,54,Intermediate Level,6.0,2015-02-11T06:52:30Z,Business Finance,2015
205,True,50,123,16,35,All Levels,2.0,2015-09-22T00:05:53Z,Business Finance,2015
206,False,0,5874,207,9,Intermediate Level,2.0,2014-06-26T02:00:55Z,Business Finance,2014
207,True,50,354,32,49,All Levels,7.0,2016-03-18T20:46:05Z,Business Finance,2016
208,True,60,727,64,9,All Levels,1.0,2013-03-08T11:42:48Z,Business Finance,2013
209,False,0,3465,161,24,Beginner Level,2.0,2016-02-23T21:05:46Z,Business Finance,2016
210,True,60,54,4,6,Expert Level,0.7166666666666667,2017-05-24T14:16:09Z,Business Finance,2017
211,True,40,627,15,15,All Levels,1.5,2015-09-23T22:16:35Z,Business Finance,2015
212,True,45,650,107,97,All Levels,10.0,2013-02-07T19:50:45Z,Business Finance,2013
213,False,0,965,0,18,Intermediate Level,1.5,2017-06-28T20:37:13Z,Business Finance,2017
214,True,200,1113,6,8,All Levels,1.0,2017-02-03T04:34:07Z,Business Finance,2017
215,True,95,739,28,45,All Levels,2.0,2014-12-23T15:28:09Z,Business Finance,2014
216,True,20,1201,12,18,All Levels,1.5,2017-05-11T22:19:28Z,Business Finance,2017
217,True,50,2474,6,128,All Levels,17.5,2015-07-07T20:35:21Z,Business Finance,2015
218,True,200,494,16,19,All Levels,1.0,2016-08-10T13:10:13Z,Business Finance,2016
219,True,95,1580,26,14,Intermediate Level,1.0,2015-09-07T20:21:39Z,Business Finance,2015
220,True,40,617,44,55,All Levels,4.5,2015-08-16T22:14:02Z,Business Finance,2015
221,True,20,2235,3,9,All Levels,1.0,2015-09-29T17:27:02Z,Business Finance,2015
222,True,20,2293,9,28,All Levels,2.0,2015-01-06T13:05:53Z,Business Finance,2015
223,True,200,1094,8,13,Beginner Level,2.0,2016-03-30T04:56:57Z,Business Finance,2016
224,True,20,1449,29,23,Beginner Level,1.5,2013-06-06T21:50:57Z,Business Finance,2013
225,True,20,3251,10,59,Beginner Level,12.0,2014-01-31T20:40:36Z,Business Finance,2014
226,True,60,607,55,16,Intermediate Level,2.0,2013-03-05T11:31:37Z,Business Finance,2013
227,True,75,1218,30,63,All Levels,3.5,2015-06-11T19:09:17Z,Business Finance,2015
228,True,20,1132,33,18,All Levels,1.0,2015-07-20T23:48:08Z,Business Finance,2015
229,True,20,656,17,20,All Levels,1.5,2016-05-30T18:00:22Z,Business Finance,2016
230,True,20,3339,4,11,Beginner Level,1.5,2014-02-17T09:22:13Z,Business Finance,2014
231,True,200,1271,23,7,Expert Level,1.5,2015-09-22T19:48:31Z,Business Finance,2015
232,True,20,1574,24,46,All Levels,2.0,2015-02-21T00:36:13Z,Business Finance,2015
233,True,20,1393,27,21,Beginner Level,2.0,2015-09-29T20:12:53Z,Business Finance,2015
234,True,20,1029,13,7,All Levels,0.6833333333333333,2016-05-04T00:01:47Z,Business Finance,2016
235,True,30,843,54,34,All Levels,3.0,2015-03-19T16:57:50Z,Business Finance,2015
236,True,95,1730,12,12,All Levels,1.5,2014-07-24T15:20:39Z,Business Finance,2014
237,True,50,1182,110,22,All Levels,4.0,2014-03-12T13:40:53Z,Business Finance,2014
238,True,65,1160,117,24,Intermediate Level,2.5,2014-12-10T21:45:30Z,Business Finance,2014
239,True,95,1730,18,53,All Levels,2.0,2016-01-27T17:38:23Z,Business Finance,2016
240,True,50,1260,80,38,Intermediate Level,4.0,2014-10-01T18:51:06Z,Business Finance,2014
241,True,95,871,79,59,All Levels,2.0,2015-06-16T21:35:07Z,Business Finance,2015
242,True,50,1566,48,25,All Levels,2.5,2015-10-14T17:50:29Z,Business Finance,2015
243,True,105,2987,23,19,All Levels,2.0,2014-12-22T13:39:16Z,Business Finance,2014
244,True,120,973,15,28,All Levels,2.5,2016-06-21T22:46:41Z,Business Finance,2016
245,True,40,2177,31,38,Beginner Level,5.0,2015-07-07T18:59:39Z,Business Finance,2015
246,True,35,1772,19,15,Beginner Level,3.5,2016-01-08T21:40:03Z,Business Finance,2016
247,True,20,1850,40,20,All Levels,1.0,2015-06-01T20:09:03Z,Business Finance,2015
248,False,0,1780,32,9,Beginner Level,1.0,2017-05-18T16:48:46Z,Business Finance,2017
249,False,0,4607,181,11,Beginner Level,0.5333333333333333,2016-05-17T00:43:59Z,Business Finance,2016
250,True,50,12,1,38,Intermediate Level,4.0,2015-03-02T23:49:35Z,Business Finance,2015
251,True,20,13,1,9,All Levels,1.0,2015-03-08T19:11:24Z,Business Finance,2015
252,True,200,2,1,16,All Levels,1.0,2017-04-06T04:59:32Z,Business Finance,2017
253,False,0,2571,32,23,All Levels,4.5,2014-03-29T14:10:31Z,Business Finance,2014
254,True,125,8,1,19,Intermediate Level,2.5,2014-06-16T11:02:39Z,Business Finance,2014
255,True,35,7,1,19,All Levels,1.0,2015-02-23T04:37:14Z,Business Finance,2015
256,True,20,217,0,47,Beginner Level,2.5,2017-02-06T16:35:44Z,Business Finance,2017
257,True,75,22,5,45,All Levels,4.5,2017-05-01T23:22:07Z,Business Finance,2017
258,True,50,131,2,38,All Levels,3.0,2015-11-03T18:54:45Z,Business Finance,2015
259,True,30,5,2,15,Beginner Level,2.0,2017-02-03T16:23:16Z,Business Finance,2017
260,True,50,116,10,51,All Levels,24.0,2013-07-23T20:18:35Z,Business Finance,2013
261,True,100,27,6,235,All Levels,19.5,2016-09-06T15:03:27Z,Business Finance,2016
262,True,150,912,12,37,Beginner Level,3.0,2017-01-11T02:52:19Z,Business Finance,2017
263,True,20,1964,47,15,All Levels,1.5,2016-01-12T20:03:45Z,Business Finance,2016
264,True,200,1033,2,31,Beginner Level,1.5,2017-02-22T21:36:08Z,Business Finance,2017
265,True,95,913,117,48,Expert Level,2.0,2016-05-18T16:04:14Z,Business Finance,2016
266,True,200,2092,77,52,All Levels,3.5,2015-11-23T20:42:22Z,Business Finance,2015
267,True,95,2240,185,44,All Levels,2.5,2014-12-03T21:41:25Z,Business Finance,2014
268,True,30,4601,38,14,Intermediate Level,4.0,2015-04-02T17:51:17Z,Business Finance,2015
269,True,25,2953,20,211,All Levels,20.5,2016-04-15T18:43:40Z,Business Finance,2016
270,True,125,1091,4,29,Beginner Level,3.0,2016-12-20T14:36:59Z,Business Finance,2016
271,True,35,1459,11,26,Beginner Level,1.0,2016-10-17T21:16:49Z,Business Finance,2016
272,True,30,4855,64,24,Beginner Level,4.0,2013-03-22T17:42:18Z,Business Finance,2013
273,True,50,4034,8,40,Intermediate Level,3.0,2015-09-16T18:57:23Z,Business Finance,2015
274,True,200,57,22,19,Intermediate Level,3.0,2016-06-06T00:06:37Z,Business Finance,2016
275,True,35,26,9,42,All Levels,2.0,2015-05-28T18:12:44Z,Business Finance,2015
276,True,25,14,4,15,All Levels,2.5,2017-02-07T15:34:03Z,Business Finance,2017
277,True,50,49,3,23,Beginner Level,3.0,2017-05-10T15:10:34Z,Business Finance,2017
278,True,20,11,2,10,Intermediate Level,0.5,2015-11-19T18:20:45Z,Business Finance,2015
279,True,20,9,3,17,Beginner Level,0.7166666666666667,2016-04-23T22:57:42Z,Business Finance,2016
280,True,20,91,7,30,All Levels,2.0,2016-06-21T17:59:58Z,Business Finance,2016
281,True,20,44,6,55,All Levels,10.0,2016-08-29T16:36:38Z,Business Finance,2016
282,True,125,106,11,100,All Levels,20.5,2015-11-28T06:25:44Z,Business Finance,2015
283,False,0,2079,258,25,All Levels,2.0,2015-02-15T12:17:56Z,Business Finance,2015
284,True,20,135,5,12,Beginner Level,1.5,2015-06-07T19:32:46Z,Business Finance,2015
285,True,20,31,11,20,All Levels,10.5,2016-06-29T20:21:24Z,Business Finance,2016
286,True,60,217,7,16,All Levels,1.0,2016-11-01T19:30:11Z,Business Finance,2016
287,True,60,611,57,13,All Levels,1.5,2013-02-24T13:23:14Z,Business Finance,2013
288,False,0,5007,41,19,All Levels,3.0,2015-04-13T17:52:57Z,Business Finance,2015
289,True,50,1168,5,26,Beginner Level,5.5,2015-09-05T05:15:07Z,Business Finance,2015
290,False,0,4653,395,5,All Levels,0.5166666666666666,2014-09-14T21:13:26Z,Business Finance,2014
291,False,0,3035,12,14,All Levels,1.5,2016-06-20T21:02:36Z,Business Finance,2016
292,True,60,454,52,15,Expert Level,2.0,2013-02-24T04:47:36Z,Business Finance,2013
293,True,60,325,14,62,All Levels,5.0,2016-03-04T15:33:46Z,Business Finance,2016
294,True,115,228,49,43,All Levels,4.5,2016-05-11T16:40:05Z,Business Finance,2016
295,True,25,562,11,15,All Levels,1.0,2014-06-28T05:52:41Z,Business Finance,2014
296,True,120,577,45,82,Intermediate Level,6.5,2016-03-31T18:22:30Z,Business Finance,2016
297,False,0,10540,799,14,Beginner Level,1.5,2014-04-27T06:58:27Z,Business Finance,2014
