,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,year
1959,False,0,5769,78,29,Beginner Level,1.0,2015-01-22T03:23:59Z,Musical Instruments,2015
1960,True,60,293,30,162,Beginner Level,18.5,2016-04-11T23:01:29Z,Musical Instruments,2016
1961,True,50,492,10,17,Beginner Level,1.5,2016-03-07T20:53:38Z,Musical Instruments,2016
1962,True,50,500,39,74,Beginner Level,5.0,2015-01-01T01:25:25Z,Musical Instruments,2015
1963,True,150,346,26,59,All Levels,4.5,2015-11-20T23:32:08Z,Musical Instruments,2015
1964,True,65,353,13,25,All Levels,1.0,2015-06-25T22:54:11Z,Musical Instruments,2015
1965,True,50,1174,39,23,Intermediate Level,1.5,2016-12-23T22:52:59Z,Musical Instruments,2016
1966,True,25,1513,38,19,Beginner Level,1.5,2015-06-21T20:31:22Z,Musical Instruments,2015
1967,False,0,6292,183,38,Beginner Level,1.0,2016-05-30T21:02:20Z,Musical Instruments,2016
1968,False,0,6853,398,23,Beginner Level,0.6166666666666667,2015-03-30T22:01:08Z,Musical Instruments,2015
1969,True,40,475,125,36,Beginner Level,2.0,2016-02-21T15:14:52Z,Musical Instruments,2016
1970,True,20,776,79,89,Beginner Level,4.0,2015-08-05T00:29:09Z,Musical Instruments,2015
1971,True,20,1337,17,21,Beginner Level,1.0,2016-01-18T18:17:05Z,Musical Instruments,2016
1972,True,50,701,4,62,All Levels,1.5,2016-11-03T16:59:45Z,Musical Instruments,2016
1973,True,200,1350,65,55,Intermediate Level,6.5,2015-01-04T21:14:31Z,Musical Instruments,2015
1974,True,25,1141,88,74,All Levels,8.5,2015-05-28T16:46:33Z,Musical Instruments,2015
1975,True,55,1203,26,10,Beginner Level,1.0,2015-10-12T18:25:15Z,Musical Instruments,2015
1976,False,0,5188,410,58,Beginner Level,3.0,2015-07-26T18:08:47Z,Musical Instruments,2015
1977,True,50,0,0,31,Beginner Level,1.0,2016-04-11T04:14:05Z,Musical Instruments,2016
1978,False,0,462,6,23,All Levels,3.5,2014-05-17T04:00:12Z,Musical Instruments,2014
1979,True,200,75499,7676,362,All Levels,30.0,2014-08-07T06:27:51Z,Musical Instruments,2014
1980,True,200,21701,1340,136,All Levels,9.5,2015-04-28T17:27:26Z,Musical Instruments,2015
1981,True,50,3157,375,32,Intermediate Level,3.0,2016-12-08T16:21:16Z,Musical Instruments,2016
1982,True,145,32935,2713,310,All Levels,34.0,2013-05-29T15:24:47Z,Musical Instruments,2013
1983,True,50,10869,2257,104,Intermediate Level,5.0,2015-04-29T23:49:34Z,Musical Instruments,2015
1984,True,200,5316,159,291,All Levels,31.0,2016-10-16T18:25:57Z,Musical Instruments,2016
1985,True,50,4192,128,34,Expert Level,1.5,2015-11-30T21:49:37Z,Musical Instruments,2015
1986,True,200,8857,718,131,All Levels,15.5,2014-04-27T16:25:44Z,Musical Instruments,2014
1987,True,50,10435,665,23,All Levels,1.5,2016-09-15T22:49:21Z,Musical Instruments,2016
1988,True,200,8113,79,124,Beginner Level,11.5,2017-05-15T23:04:11Z,Musical Instruments,2017
1989,True,200,7178,260,144,All Levels,8.5,2014-04-12T17:29:32Z,Musical Instruments,2014
1990,True,150,2102,33,99,Beginner Level,9.0,2017-02-25T00:22:55Z,Musical Instruments,2017
1991,True,45,1329,52,35,All Levels,1.5,2016-07-28T03:33:36Z,Musical Instruments,2016
1992,True,45,1220,13,26,All Levels,1.5,2016-08-26T16:15:07Z,Musical Instruments,2016
1993,True,200,3206,18,17,Beginner Level,1.0,2015-11-22T18:38:28Z,Musical Instruments,2015
1994,True,75,482,1,47,Intermediate Level,1.5,2017-04-26T18:34:57Z,Musical Instruments,2017
1995,True,50,2498,12,25,All Levels,3.5,2017-03-30T22:39:31Z,Musical Instruments,2017
1996,True,35,478,3,18,Beginner Level,1.0,2017-05-01T21:48:41Z,Musical Instruments,2017
1997,True,200,1788,89,33,Beginner Level,6.0,2016-10-25T20:21:51Z,Musical Instruments,2016
1998,True,50,1249,6,69,All Levels,1.5,2016-11-14T19:17:21Z,Musical Instruments,2016
1999,True,50,1976,252,16,Beginner Level,1.0,2014-11-25T16:20:58Z,Musical Instruments,2014
2000,True,100,567,37,24,All Levels,1.5,2016-08-29T19:12:11Z,Musical Instruments,2016
2001,True,50,2045,8,24,Beginner Level,2.0,2016-08-25T19:22:05Z,Musical Instruments,2016
2002,True,50,1204,8,56,All Levels,1.5,2016-10-30T16:24:37Z,Musical Instruments,2016
2003,True,60,1227,2,26,All Levels,0.6333333333333333,2016-10-25T18:48:51Z,Musical Instruments,2016
2004,False,0,47652,1141,26,Beginner Level,4.0,2013-05-29T15:28:07Z,Musical Instruments,2013
2005,True,40,1638,3,17,Beginner Level,1.5,2016-06-28T15:36:21Z,Musical Instruments,2016
2006,True,60,568,8,65,Beginner Level,5.0,2017-03-21T22:54:24Z,Musical Instruments,2017
2007,True,55,3013,15,28,Beginner Level,1.5,2015-06-14T19:04:21Z,Musical Instruments,2015
2008,True,45,2795,26,25,Beginner Level,1.0,2015-05-22T20:01:12Z,Musical Instruments,2015
2009,True,40,491,5,29,Beginner Level,2.5,2017-03-30T16:37:29Z,Musical Instruments,2017
2010,True,50,1018,2,5,Intermediate Level,1.5,2016-12-15T21:57:42Z,Musical Instruments,2016
2011,True,70,2164,10,30,All Levels,1.0,2015-11-04T21:02:58Z,Musical Instruments,2015
2012,True,95,2415,16,115,All Levels,2.5,2015-02-17T18:46:37Z,Musical Instruments,2015
2013,False,0,2285,34,22,Beginner Level,2.0,2017-02-25T00:24:16Z,Musical Instruments,2017
2014,True,40,1268,10,30,Beginner Level,1.0,2015-11-10T20:37:08Z,Musical Instruments,2015
2015,True,95,2026,3,62,Intermediate Level,2.5,2017-03-09T16:25:04Z,Musical Instruments,2017
2016,True,95,2164,10,113,All Levels,2.0,2016-11-07T14:54:19Z,Musical Instruments,2016
2017,True,45,969,2,17,Beginner Level,1.0,2017-06-04T18:56:32Z,Musical Instruments,2017
2018,True,145,1987,11,161,Beginner Level,14.0,2017-05-31T18:38:06Z,Musical Instruments,2017
2019,True,50,1319,101,21,Intermediate Level,1.0,2016-08-09T17:21:24Z,Musical Instruments,2016
2020,True,20,4560,177,22,Beginner Level,1.5,2015-08-17T19:01:04Z,Musical Instruments,2015
2021,True,75,1593,1,41,Intermediate Level,1.0,2017-04-12T19:06:34Z,Musical Instruments,2017
2022,True,200,6565,55,56,All Levels,4.0,2015-08-04T17:40:13Z,Musical Instruments,2015
2023,True,200,4133,173,224,Intermediate Level,28.5,2014-05-19T00:26:06Z,Musical Instruments,2014
2024,True,50,1541,14,42,All Levels,1.0,2016-10-29T14:56:51Z,Musical Instruments,2016
2025,True,20,14560,20,32,All Levels,2.0,2013-06-16T17:54:10Z,Musical Instruments,2013
2026,True,50,7140,72,26,Beginner Level,1.5,2013-08-11T20:39:24Z,Musical Instruments,2013
2027,True,50,1495,26,36,Beginner Level,2.5,2016-12-28T03:33:30Z,Musical Instruments,2016
2028,True,25,1200,35,10,All Levels,0.6,2016-10-04T13:59:25Z,Musical Instruments,2016
2029,True,50,1674,4,24,All Levels,1.0,2017-01-25T14:41:57Z,Musical Instruments,2017
2030,True,40,54,6,10,All Levels,1.0,2017-06-16T22:01:09Z,Musical Instruments,2017
2031,True,75,940,3,32,Intermediate Level,0.6166666666666667,2017-02-21T23:44:49Z,Musical Instruments,2017
2032,True,30,1152,16,42,Intermediate Level,2.5,2017-01-26T22:37:15Z,Musical Instruments,2017
2033,True,95,2558,19,16,Beginner Level,3.0,2016-10-19T03:26:29Z,Musical Instruments,2016
2034,True,75,850,3,43,Intermediate Level,1.0,2017-02-21T23:48:18Z,Musical Instruments,2017
2035,True,25,3937,54,20,Beginner Level,1.5,2015-12-03T21:26:09Z,Musical Instruments,2015
2036,True,100,6271,68,75,All Levels,5.0,2013-06-27T21:55:17Z,Musical Instruments,2013
2037,True,60,4557,21,77,All Levels,5.5,2016-01-05T22:39:04Z,Musical Instruments,2016
2038,True,115,5292,38,85,All Levels,10.5,2016-12-27T19:52:54Z,Musical Instruments,2016
2039,True,95,4982,276,240,All Levels,23.0,2015-08-20T21:25:34Z,Musical Instruments,2015
2040,True,50,4733,11,15,All Levels,1.5,2017-05-27T00:12:52Z,Musical Instruments,2017
2041,True,100,3371,175,42,Beginner Level,3.0,2015-11-12T01:10:55Z,Musical Instruments,2015
2042,True,55,1409,41,17,Beginner Level,1.5,2016-12-21T00:56:03Z,Musical Instruments,2016
2043,True,20,26504,192,82,Beginner Level,2.5,2012-10-21T20:36:50Z,Musical Instruments,2012
2044,True,45,3141,10,15,Beginner Level,1.0,2017-02-02T18:41:15Z,Musical Instruments,2017
2045,True,200,1449,136,88,All Levels,7.0,2016-10-24T18:22:57Z,Musical Instruments,2016
2046,True,75,2692,29,14,Intermediate Level,1.5,2016-10-29T21:58:01Z,Musical Instruments,2016
2047,True,50,3312,107,21,Intermediate Level,1.5,2016-06-27T23:12:31Z,Musical Instruments,2016
2048,True,65,2015,3,21,Intermediate Level,0.7333333333333333,2017-03-08T17:53:36Z,Musical Instruments,2017
2049,True,65,2015,2,25,Intermediate Level,1.0,2017-03-08T18:09:32Z,Musical Instruments,2017
2050,True,30,7,2,13,Beginner Level,1.0,2016-05-24T17:31:13Z,Musical Instruments,2016
2051,True,20,228,2,64,All Levels,8.0,2014-05-13T21:12:45Z,Musical Instruments,2014
2052,True,20,65,5,13,Expert Level,4.0,2013-11-25T15:20:27Z,Musical Instruments,2013
2053,False,0,1094,45,11,Beginner Level,1.0,2016-04-23T21:23:20Z,Musical Instruments,2016
2054,True,25,60,6,38,Beginner Level,4.5,2015-12-15T17:54:31Z,Musical Instruments,2015
2055,True,20,83,4,9,All Levels,0.6666666666666666,2014-09-19T06:03:03Z,Musical Instruments,2014
2056,True,40,122,2,29,All Levels,1.5,2015-11-12T17:59:28Z,Musical Instruments,2015
2057,True,50,106,7,89,All Levels,6.0,2015-04-16T16:43:45Z,Musical Instruments,2015
2058,True,35,55,2,30,Intermediate Level,2.0,2016-07-02T14:48:10Z,Musical Instruments,2016
2059,True,30,77,4,14,All Levels,2.0,2015-10-13T20:36:14Z,Musical Instruments,2015
2060,True,50,92,1,25,All Levels,6.0,2016-04-22T23:43:37Z,Musical Instruments,2016
2061,True,20,29,4,37,All Levels,3.5,2016-04-20T23:05:39Z,Musical Instruments,2016
2062,False,0,8217,109,10,Intermediate Level,1.0,2013-09-30T20:45:20Z,Musical Instruments,2013
2063,True,20,1305,25,68,All Levels,6.5,2015-08-18T20:00:20Z,Musical Instruments,2015
2064,True,20,916,26,16,Beginner Level,0.6666666666666666,2016-02-22T17:09:58Z,Musical Instruments,2016
2065,True,85,2357,15,53,Beginner Level,5.0,2013-05-02T11:38:58Z,Musical Instruments,2013
2066,True,30,1951,88,78,All Levels,5.0,2012-06-02T21:40:53Z,Musical Instruments,2012
2067,True,125,1284,136,40,Intermediate Level,12.5,2013-11-28T08:54:00Z,Musical Instruments,2013
2068,True,70,769,10,33,All Levels,1.0,2015-11-02T21:50:52Z,Musical Instruments,2015
2069,True,75,3122,6,80,All Levels,4.0,2013-10-27T15:18:29Z,Musical Instruments,2013
2070,True,50,1269,27,51,Beginner Level,3.0,2016-04-28T18:21:33Z,Musical Instruments,2016
2071,False,0,1618,4,15,Beginner Level,3.0,2017-06-19T20:58:55Z,Musical Instruments,2017
2072,True,150,89,7,35,Beginner Level,3.0,2016-12-26T15:21:25Z,Musical Instruments,2016
2073,True,45,66,9,8,Beginner Level,1.0,2016-11-25T22:42:01Z,Musical Instruments,2016
2074,True,20,630,25,27,Beginner Level,1.0,2015-12-01T19:23:03Z,Musical Instruments,2015
2075,True,45,249,33,61,Beginner Level,4.0,2015-06-02T19:50:16Z,Musical Instruments,2015
2076,True,45,198,11,34,Intermediate Level,5.0,2016-02-13T20:32:55Z,Musical Instruments,2016
2077,True,40,84,4,10,Intermediate Level,2.5,2016-04-13T05:42:43Z,Musical Instruments,2016
2078,True,40,58,5,11,All Levels,0.5833333333333334,2015-08-17T18:39:16Z,Musical Instruments,2015
2079,True,75,186,35,56,Beginner Level,3.0,2016-02-05T21:40:53Z,Musical Instruments,2016
2080,True,25,21,4,12,Beginner Level,0.5,2017-03-21T18:31:45Z,Musical Instruments,2017
2081,True,40,431,2,11,Beginner Level,1.0,2016-01-04T21:22:38Z,Musical Instruments,2016
2082,True,20,53,5,9,Beginner Level,0.5833333333333334,2015-08-17T19:02:38Z,Musical Instruments,2015
2083,False,0,2610,28,24,All Levels,3.5,2016-04-20T15:48:09Z,Musical Instruments,2016
2084,True,20,26,2,26,Beginner Level,1.0,2016-02-01T05:42:39Z,Musical Instruments,2016
2085,True,20,32,3,22,Beginner Level,1.5,2013-07-26T21:26:05Z,Musical Instruments,2013
2086,False,0,1631,23,6,All Levels,0.7333333333333333,2015-11-23T18:07:41Z,Musical Instruments,2015
2087,True,60,12,4,34,Intermediate Level,1.5,2017-04-11T19:15:27Z,Musical Instruments,2017
2088,True,30,12,2,13,Intermediate Level,2.0,2016-03-24T15:26:48Z,Musical Instruments,2016
2089,True,40,236,0,18,All Levels,1.5,2016-05-18T18:46:00Z,Musical Instruments,2016
2090,True,75,7,2,14,All Levels,1.0,2016-03-29T00:12:02Z,Musical Instruments,2016
2091,True,30,11,2,16,Intermediate Level,3.0,2016-04-13T18:47:40Z,Musical Instruments,2016
2092,True,95,11,2,34,Beginner Level,3.0,2016-04-14T17:33:44Z,Musical Instruments,2016
2093,True,20,12,1,13,Beginner Level,1.5,2014-08-21T01:51:51Z,Musical Instruments,2014
2094,True,50,135,1,28,All Levels,6.5,2016-04-01T16:31:20Z,Musical Instruments,2016
2095,True,50,5,1,8,Beginner Level,1.0,2015-07-21T18:25:38Z,Musical Instruments,2015
2096,True,50,57,6,57,All Levels,7.0,2016-04-22T23:49:11Z,Musical Instruments,2016
2097,True,25,7,1,27,All Levels,3.5,2017-05-23T23:51:34Z,Musical Instruments,2017
2098,True,35,73,3,15,Intermediate Level,2.0,2014-03-23T15:23:01Z,Musical Instruments,2014
2099,True,20,35,4,26,All Levels,3.0,2016-09-14T16:38:02Z,Musical Instruments,2016
2100,True,60,30,3,39,Beginner Level,3.0,2015-11-22T18:35:43Z,Musical Instruments,2015
2101,True,195,32,1,39,All Levels,2.5,2017-04-25T14:57:21Z,Musical Instruments,2017
2102,True,50,39,2,136,All Levels,8.0,2016-07-05T23:21:53Z,Musical Instruments,2016
2103,True,50,90,2,61,All Levels,2.5,2015-04-16T16:55:20Z,Musical Instruments,2015
2104,True,40,37,3,19,Intermediate Level,2.0,2016-04-13T06:52:29Z,Musical Instruments,2016
2105,True,65,42,2,37,Beginner Level,4.0,2015-10-24T00:09:09Z,Musical Instruments,2015
2106,True,20,276,2,62,Intermediate Level,5.5,2014-05-12T13:38:56Z,Musical Instruments,2014
2107,True,50,88,1,48,All Levels,3.0,2015-09-24T00:34:24Z,Musical Instruments,2015
2108,True,30,10,0,12,Intermediate Level,2.0,2016-08-06T15:31:24Z,Musical Instruments,2016
2109,True,95,11,0,41,Beginner Level,3.0,2016-02-26T20:26:41Z,Musical Instruments,2016
2110,True,35,29,0,14,Beginner Level,1.0,2014-05-26T13:25:00Z,Musical Instruments,2014
2111,True,50,7,0,10,Intermediate Level,1.0,2016-08-29T21:48:56Z,Musical Instruments,2016
2112,True,30,9,0,10,Intermediate Level,2.0,2016-05-05T19:36:14Z,Musical Instruments,2016
2113,True,20,8,0,11,Intermediate Level,1.5,2016-06-26T16:57:13Z,Musical Instruments,2016
2114,True,50,8,0,10,Intermediate Level,1.0,2016-06-21T02:40:52Z,Musical Instruments,2016
2115,True,95,8,0,50,Beginner Level,4.0,2016-04-12T19:38:48Z,Musical Instruments,2016
2116,True,35,17,0,7,Intermediate Level,1.5,2014-04-04T15:14:37Z,Musical Instruments,2014
2117,True,75,2,0,24,All Levels,1.5,2017-06-19T21:42:44Z,Musical Instruments,2017
2118,True,50,4,0,18,Beginner Level,0.7333333333333333,2017-03-07T23:22:53Z,Musical Instruments,2017
2119,True,25,8,0,12,Beginner Level,1.0,2015-10-28T20:33:28Z,Musical Instruments,2015
2120,True,100,122,3,59,Beginner Level,3.5,2015-11-14T00:42:39Z,Musical Instruments,2015
2121,True,55,5,2,19,Intermediate Level,2.0,2017-05-18T07:14:21Z,Musical Instruments,2017
2122,True,25,11,3,23,All Levels,0.6,2017-06-02T15:54:33Z,Musical Instruments,2017
2123,True,20,36,6,30,All Levels,2.0,2015-06-09T18:19:36Z,Musical Instruments,2015
2124,True,30,111,3,18,Beginner Level,1.5,2015-10-07T18:01:05Z,Musical Instruments,2015
2125,False,0,888,64,25,Beginner Level,1.5,2016-10-17T19:14:29Z,Musical Instruments,2016
2126,True,20,53,5,39,Beginner Level,3.0,2016-06-01T17:36:30Z,Musical Instruments,2016
2127,True,20,65,7,77,Beginner Level,2.5,2015-06-09T17:39:42Z,Musical Instruments,2015
2128,True,25,38,7,51,Intermediate Level,4.5,2016-02-03T03:04:26Z,Musical Instruments,2016
2129,True,20,18,4,31,Beginner Level,1.5,2015-09-13T23:49:34Z,Musical Instruments,2015
2130,True,50,22,4,21,All Levels,3.5,2014-05-19T15:58:53Z,Musical Instruments,2014
2131,True,50,211,12,30,Beginner Level,1.5,2015-10-08T18:06:24Z,Musical Instruments,2015
2132,True,50,10,3,10,All Levels,2.5,2016-08-26T21:11:24Z,Musical Instruments,2016
2133,True,35,12,3,14,All Levels,1.0,2016-04-27T03:55:07Z,Musical Instruments,2016
2134,True,50,17,1,22,All Levels,2.5,2014-05-19T16:06:25Z,Musical Instruments,2014
2135,True,50,11,1,37,All Levels,2.5,2014-05-09T19:48:53Z,Musical Instruments,2014
2136,True,20,8,1,26,All Levels,3.5,2014-05-16T17:23:28Z,Musical Instruments,2014
2137,True,20,7,1,46,Beginner Level,2.0,2015-01-22T19:34:43Z,Musical Instruments,2015
2138,True,50,6,2,23,All Levels,3.0,2014-05-19T16:51:41Z,Musical Instruments,2014
2139,True,20,2,0,21,Beginner Level,1.0,2017-06-17T23:48:41Z,Musical Instruments,2017
2140,True,70,5,0,10,Beginner Level,1.5,2017-04-12T08:28:40Z,Musical Instruments,2017
2141,True,50,14,2,71,All Levels,3.5,2014-05-16T17:07:11Z,Musical Instruments,2014
2142,True,20,11,2,183,Beginner Level,2.0,2015-06-09T17:18:29Z,Musical Instruments,2015
2143,True,50,11,0,27,All Levels,3.0,2014-05-05T22:03:41Z,Musical Instruments,2014
2144,True,35,57,9,9,All Levels,0.55,2015-03-15T18:06:30Z,Musical Instruments,2015
2145,True,20,377,8,14,All Levels,1.5,2014-01-30T16:29:05Z,Musical Instruments,2014
2146,True,20,273,4,6,All Levels,1.5,2014-01-16T17:22:04Z,Musical Instruments,2014
2147,True,50,406,10,25,All Levels,2.0,2013-12-13T10:01:14Z,Musical Instruments,2013
2148,True,195,556,11,27,Intermediate Level,4.0,2014-01-27T23:26:57Z,Musical Instruments,2014
2149,True,95,115,17,17,All Levels,1.5,2015-08-10T23:51:56Z,Musical Instruments,2015
2150,True,20,420,2,13,Beginner Level,1.0,2015-07-23T20:14:45Z,Musical Instruments,2015
2151,True,40,32,3,11,All Levels,1.0,2017-02-07T03:15:40Z,Musical Instruments,2017
2152,True,65,26,5,23,All Levels,3.0,2017-05-02T16:26:45Z,Musical Instruments,2017
2153,True,45,116,7,27,All Levels,2.0,2016-02-14T22:15:09Z,Musical Instruments,2016
2154,True,50,425,7,192,All Levels,6.0,2015-01-16T00:54:01Z,Musical Instruments,2015
2155,True,20,736,6,46,Beginner Level,5.0,2014-04-01T22:01:27Z,Musical Instruments,2014
2156,True,40,68,9,56,All Levels,4.0,2016-11-14T15:36:35Z,Musical Instruments,2016
2157,True,20,104,0,9,All Levels,0.5333333333333333,2017-04-24T19:51:27Z,Musical Instruments,2017
2158,True,75,189,18,101,Intermediate Level,4.5,2016-01-10T21:39:42Z,Musical Instruments,2016
2159,True,20,738,6,64,All Levels,9.5,2012-10-13T23:40:19Z,Musical Instruments,2012
2160,True,20,365,10,12,Beginner Level,0.5333333333333333,2014-08-13T01:32:18Z,Musical Instruments,2014
2161,True,20,146,5,15,All Levels,1.0,2014-01-30T22:43:42Z,Musical Instruments,2014
2162,True,50,383,4,9,Beginner Level,1.0,2015-11-11T00:25:06Z,Musical Instruments,2015
2163,True,100,92,5,71,All Levels,3.5,2014-11-05T18:40:00Z,Musical Instruments,2014
2164,True,80,291,14,39,Beginner Level,3.0,2015-10-28T19:19:33Z,Musical Instruments,2015
2165,True,40,61,3,9,All Levels,1.5,2016-04-13T06:29:50Z,Musical Instruments,2016
2166,True,50,288,15,100,Intermediate Level,6.0,2014-10-29T19:42:29Z,Musical Instruments,2014
2167,True,20,78,8,24,Beginner Level,1.5,2016-07-18T19:42:57Z,Musical Instruments,2016
2168,True,30,594,3,33,Beginner Level,2.0,2014-11-26T03:57:18Z,Musical Instruments,2014
2169,True,40,489,5,35,All Levels,4.0,2015-10-26T22:01:15Z,Musical Instruments,2015
2170,True,20,13,3,9,Beginner Level,1.0,2014-08-18T22:26:24Z,Musical Instruments,2014
2171,True,50,103,33,309,All Levels,38.0,2014-10-30T14:39:14Z,Musical Instruments,2014
2172,True,50,231,7,110,All Levels,9.0,2015-03-04T22:36:26Z,Musical Instruments,2015
2173,True,50,44,3,34,All Levels,2.0,2017-03-13T22:15:23Z,Musical Instruments,2017
2174,True,25,261,4,17,All Levels,1.5,2014-11-06T10:11:14Z,Musical Instruments,2014
2175,True,50,114,15,13,All Levels,1.5,2015-04-27T20:20:47Z,Musical Instruments,2015
2176,True,20,45,4,48,Beginner Level,1.5,2014-05-01T15:32:23Z,Musical Instruments,2014
2177,False,0,3167,161,34,Beginner Level,0.6166666666666667,2014-07-19T10:32:00Z,Musical Instruments,2014
2178,True,35,105,9,23,Intermediate Level,3.0,2016-02-15T18:14:23Z,Musical Instruments,2016
2179,True,90,85,22,20,Beginner Level,2.0,2016-08-21T18:50:26Z,Musical Instruments,2016
2180,True,20,335,32,25,All Levels,2.0,2012-12-24T22:17:59Z,Musical Instruments,2012
2181,False,0,4452,263,14,Beginner Level,1.0,2014-08-23T05:08:14Z,Musical Instruments,2014
2182,True,20,332,23,42,Beginner Level,2.0,2013-07-06T10:46:25Z,Musical Instruments,2013
2183,True,25,287,42,27,Beginner Level,6.0,2016-01-27T23:12:19Z,Musical Instruments,2016
2184,False,0,1876,109,11,Beginner Level,0.55,2016-04-27T17:58:22Z,Musical Instruments,2016
2185,True,40,113,4,18,Beginner Level,1.5,2016-06-29T01:27:47Z,Musical Instruments,2016
2186,True,75,158,17,59,All Levels,2.5,2014-07-28T13:55:43Z,Musical Instruments,2014
2187,True,35,480,12,123,Beginner Level,7.0,2014-12-27T21:54:35Z,Musical Instruments,2014
2188,True,85,228,26,215,Beginner Level,10.5,2014-06-30T12:29:38Z,Musical Instruments,2014
2189,True,55,42,5,19,All Levels,1.5,2016-12-22T14:13:13Z,Musical Instruments,2016
2190,True,40,10,4,35,Beginner Level,1.5,2017-02-27T17:00:03Z,Musical Instruments,2017
2191,True,45,103,1,46,Beginner Level,3.5,2017-02-20T17:32:01Z,Musical Instruments,2017
2192,True,20,75,7,22,Beginner Level,1.5,2015-11-01T20:45:47Z,Musical Instruments,2015
2193,True,25,66,6,38,All Levels,2.5,2014-05-05T20:37:22Z,Musical Instruments,2014
2194,True,70,61,9,30,Beginner Level,4.0,2016-02-12T18:14:24Z,Musical Instruments,2016
2195,True,50,184,5,107,Intermediate Level,8.5,2015-04-15T17:32:56Z,Musical Instruments,2015
2196,True,30,24,2,38,All Levels,3.5,2017-04-24T16:09:35Z,Musical Instruments,2017
2197,True,50,205,4,95,All Levels,5.0,2015-09-07T23:28:56Z,Musical Instruments,2015
2198,True,20,19,4,83,All Levels,3.5,2016-05-12T19:17:21Z,Musical Instruments,2016
2199,True,50,120,6,106,Intermediate Level,8.0,2015-04-16T16:29:41Z,Musical Instruments,2015
2200,True,50,232,11,97,All Levels,7.0,2015-01-01T01:24:20Z,Musical Instruments,2015
2201,True,50,148,3,77,All Levels,4.5,2015-01-01T01:23:28Z,Musical Instruments,2015
2202,True,20,10,1,9,All Levels,0.7166666666666667,2014-05-16T17:03:56Z,Musical Instruments,2014
2203,True,100,72,2,24,Beginner Level,1.5,2016-03-31T17:10:42Z,Musical Instruments,2016
2204,True,100,172,2,41,All Levels,3.0,2016-05-02T19:34:42Z,Musical Instruments,2016
2205,True,50,10,4,22,All Levels,2.5,2014-05-09T19:52:20Z,Musical Instruments,2014
2206,True,85,25,2,30,Beginner Level,2.5,2017-03-03T18:54:28Z,Musical Instruments,2017
2207,True,200,1,1,22,All Levels,1.0,2017-06-21T17:19:26Z,Musical Instruments,2017
2208,True,50,13,2,23,All Levels,3.5,2014-05-07T21:26:44Z,Musical Instruments,2014
2209,True,20,69,1,53,Beginner Level,3.0,2015-11-07T23:09:05Z,Musical Instruments,2015
2210,True,50,10,2,17,All Levels,3.0,2014-05-19T16:46:59Z,Musical Instruments,2014
2211,True,50,25,1,321,All Levels,3.5,2016-12-27T14:51:32Z,Musical Instruments,2016
2212,True,55,21,3,32,Beginner Level,6.0,2016-02-27T23:31:36Z,Musical Instruments,2016
2213,True,35,5,1,17,Intermediate Level,4.0,2017-03-28T18:15:08Z,Musical Instruments,2017
2214,True,65,418,2,30,All Levels,3.0,2016-07-21T23:18:55Z,Musical Instruments,2016
2215,True,195,113,2,34,Intermediate Level,2.0,2015-04-21T23:43:30Z,Musical Instruments,2015
2216,True,50,78,6,45,Beginner Level,7.0,2014-01-16T17:21:49Z,Musical Instruments,2014
2217,True,95,51,7,42,Beginner Level,3.0,2016-03-23T15:33:31Z,Musical Instruments,2016
2218,True,20,58,1,10,All Levels,0.7333333333333333,2015-12-17T18:29:20Z,Musical Instruments,2015
2219,True,40,56,3,28,Intermediate Level,2.0,2016-04-13T06:57:11Z,Musical Instruments,2016
2220,True,35,162,3,14,Intermediate Level,2.0,2014-03-02T13:14:08Z,Musical Instruments,2014
2221,False,0,2577,30,6,Beginner Level,0.6166666666666667,2015-07-03T19:07:11Z,Musical Instruments,2015
2222,True,20,62,1,11,Beginner Level,1.0,2015-08-21T21:37:53Z,Musical Instruments,2015
2223,True,40,42,1,11,All Levels,1.5,2016-04-13T06:38:21Z,Musical Instruments,2016
2224,True,40,28,1,10,Beginner Level,1.0,2016-08-18T22:04:40Z,Musical Instruments,2016
2225,True,20,261,1,18,Beginner Level,1.5,2014-05-07T18:05:57Z,Musical Instruments,2014
2226,True,20,44,2,7,Beginner Level,1.0,2014-02-02T20:57:55Z,Musical Instruments,2014
2227,True,40,4,1,27,Beginner Level,1.0,2017-06-29T21:13:42Z,Musical Instruments,2017
2228,True,35,98,1,15,Beginner Level,2.0,2014-03-16T18:28:46Z,Musical Instruments,2014
2229,True,35,19,2,12,Beginner Level,1.5,2015-05-04T21:47:44Z,Musical Instruments,2015
2230,True,50,197,0,106,All Levels,6.5,2015-04-15T20:24:35Z,Musical Instruments,2015
2231,True,20,58,4,47,All Levels,2.5,2015-11-17T00:22:47Z,Musical Instruments,2015
2232,True,40,21,3,27,All Levels,2.0,2016-09-20T15:32:31Z,Musical Instruments,2016
2233,True,50,92,3,71,All Levels,1.5,2014-01-27T17:06:43Z,Musical Instruments,2014
2234,True,100,239,1,9,Beginner Level,0.6666666666666666,2016-03-14T16:42:12Z,Musical Instruments,2016
2235,True,95,5,2,45,Beginner Level,4.5,2015-08-06T18:39:34Z,Musical Instruments,2015
2236,True,50,173,0,63,All Levels,5.0,2015-04-15T17:47:17Z,Musical Instruments,2015
2237,True,20,10,1,8,All Levels,2.0,2017-01-03T14:34:32Z,Musical Instruments,2017
